,Precursor Conc. (wt. %),Crosslinker Conc. (mM),Detach. Pressure (PSI),Nozzle Diam. (mm),Dist. P to N (mm),Angle P to N (deg),Flow Rate (uL/min),Nozzle Coating,Surface Tension (mN/m),Microgel Diam. (um)
0,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,903.5161168
1,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,915.4350493
2,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,851.822824
3,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,796.1016737
4,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,864.0177829
5,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,916.5899998
6,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,928.5250029
7,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,939.0154994
8,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,963.2732055
9,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,976.0480456
10,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,915.2162612
11,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,918.6669188
12,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,872.0348256
13,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,883.6984432
14,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,886.5803379
15,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,811.5911322
16,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,920.6106084
17,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,822.395591
18,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,927.9781601
19,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,938.707456
20,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,890.5322283
21,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,897.7801947
22,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,949.737122
23,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,994.3270691
24,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,916.9679879
25,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,679.3050333
26,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,637.4622719
27,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,659.3134924
28,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,625.3065946
29,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,624.9044998
30,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,647.1519205
31,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,628.3192484
32,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,652.3872816
33,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,662.3789153
34,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,649.249162
35,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,674.8314264
36,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,627.5089414
37,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,604.5986018
38,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,643.0575956
39,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,657.171698
40,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,619.9974732
41,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,625.7281818
42,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,667.3513732
43,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,674.4632985
44,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,632.1803085
45,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,683.9238042
46,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,647.1741286
47,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,640.996567
48,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,662.757785
49,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,641.9752573
50,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,805.7116261
51,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,781.7495316
52,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,792.53078
53,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,765.0217717
54,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,743.0641895
55,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,682.3717742
56,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,827.8078667
57,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,783.6978076
58,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,783.894151
59,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,773.3639226
60,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,786.2620274
61,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,785.0341994
62,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,778.9633179
63,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,778.582214
64,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,833.4330246
65,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,817.0631406
66,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,783.6197184
67,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,766.2828591
68,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,768.6025844
69,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,766.3237359
70,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,784.7443344
71,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,797.0558705
72,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,824.0979638
73,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,780.9335228
74,2.0,10.0,6.0,0.15,30.0,0,200,0,72.01,779.9049743
75,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,232.3130916
76,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,244.3924653
77,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,223.4583814
78,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,281.6476474
79,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,260.8608205
80,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,265.0622318
81,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,288.1481836
82,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,256.4945182
83,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,271.9478329
84,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,283.8590552
85,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,249.3173141
86,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,323.4108121
87,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,274.4509082
88,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,287.0539786
89,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,288.9041439
90,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,264.6393857
91,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,295.1432213
92,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,265.1565011
93,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,227.1269516
94,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,278.8528083
95,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,249.7881827
96,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,253.6412705
97,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,233.389588
98,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,276.4231158
99,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,272.5875
100,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,304.9571752
101,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,248.5730809
102,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,268.8772002
103,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,282.4806723
104,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,246.553192
105,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,243.4661586
106,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,225.1933851
107,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,296.6513645
108,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,297.5526214
109,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,244.9657698
110,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,244.476
111,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,274.36224
112,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,231.2912997
113,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,288.9334192
114,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,270.1428943
115,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,287.3633851
116,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,308.0500483
117,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,257.2426923
118,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,262.8317815
119,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,291.9346962
120,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,266.2044578
121,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,269.3157925
122,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,283.1154061
123,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,279.526546
124,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,322.1795455
125,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,367.3984203
126,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,347.7483339
127,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,374.9200045
128,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,354.7320565
129,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,336.0436637
130,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,340.2504414
131,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,403.4762103
132,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,362.2341773
133,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,382.3779921
134,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,357.5530959
135,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,340.3235507
136,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,389.7024189
137,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,368.9671557
138,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,358.0153537
139,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,377.3181053
140,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,333.5856753
141,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,393.7925106
142,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,352.1552266
143,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,377.0397276
144,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,390.9839262
145,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,385.1681962
146,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,367.5406639
147,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,372.5530292
148,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,384.6251431
149,2.0,10.0,40.0,0.15,30.0,0,200,0,72.01,368.7534305
150,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,563.145823
151,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,568.1225717
152,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,569.5284981
153,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,580.5924976
154,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,527.514071
155,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,556.7230139
156,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,542.6363513
157,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,544.6290544
158,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,558.5774713
159,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,531.7549186
160,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,577.1471053
161,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,560.4446882
162,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,518.8831765
163,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,554.4720179
164,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,506.4655499
165,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,568.0440509
166,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,532.7454489
167,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,600.9444091
168,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,527.8102606
169,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,552.149744
170,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,526.1672542
171,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,553.2032703
172,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,564.5328459
173,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,504.9959998
174,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,547.6949047
175,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,583.7129995
176,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,604.5298942
177,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,609.1241362
178,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,615.1509049
179,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,580.8552942
180,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,583.5514981
181,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,635.0754972
182,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,594.8378105
183,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,605.6099991
184,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,607.2455126
185,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,578.5529162
186,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,579.1734903
187,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,626.9814992
188,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,609.176812
189,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,586.2093936
190,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,571.8992916
191,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,575.1365366
192,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,570.145718
193,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,611.4166118
194,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,598.1573165
195,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,580.914044
196,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,604.3248635
197,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,552.6123167
198,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,587.2929926
199,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,591.6254981
200,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,539.4613214
201,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,561.0400133
202,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,549.3532067
203,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,570.3566905
204,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,565.6963388
205,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,562.1455249
206,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,551.1869128
207,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,547.8165731
208,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,580.1580046
209,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,545.4632286
210,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,568.8487868
211,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,560.789105
212,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,540.6561231
213,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,546.1113246
214,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,526.4730945
215,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,555.5004083
216,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,552.3106042
217,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,565.5285109
218,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,514.1236681
219,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,564.3947791
220,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,550.0446278
221,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,540.6647935
222,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,546.8308204
223,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,556.9391588
224,2.0,100.0,6.0,0.15,30.0,0,200,0,72.01,570.71859
225,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,245.4285511
226,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,283.4460731
227,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,271.9376114
228,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,269.0597394
229,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,253.3541693
230,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,250.5677395
231,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,298.1872941
232,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,262.2465803
233,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,247.5982656
234,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,256.2072921
235,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,256.4756849
236,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,238.5288954
237,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,276.6432728
238,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,257.4421953
239,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,266.4980029
240,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,244.2224062
241,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,251.9724988
242,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,275.9564899
243,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,242.4051673
244,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,232.437159
245,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,270.1605199
246,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,245.2088252
247,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,242.2868976
248,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,283.4212172
249,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,265.6691165
250,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,266.1564878
251,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,290.1397912
252,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,286.6169976
253,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,285.6905
254,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,244.5279813
255,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,255.6299986
256,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,241.2344987
257,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,252.9719941
258,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,257.2028895
259,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,256.1049754
260,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,285.22182
261,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,249.3820812
262,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,246.3904479
263,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,271.8332704
264,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,240.1488382
265,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,249.2641778
266,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,248.0516425
267,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,253.7555016
268,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,261.1063242
269,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,263.3492996
270,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,257.466139
271,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,247.7050652
272,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,250.3018636
273,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,242.2297281
274,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,254.3019594
275,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,292.9265667
276,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,293.4190021
277,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,306.1232496
278,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,288.8083226
279,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,307.6422273
280,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,307.5043697
281,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,303.511229
282,2.0,100.0,40.0,0.15,30.0,0,200,0,72.01,307.6429379
