,Precursor Conc. (wt. %),Crosslinker Conc. (mM),Detach. Pressure (PSI),Nozzle Diam. (mm),Dist. P to N (mm),Angle P to N (deg),Flow Rate (uL/min),Nozzle Coating,Surface Tension (mN/m),Microgel Diam. (um)
3970,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,54.0
3971,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,53.0
3972,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,58.0
3973,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,57.0
3974,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,57.0
3975,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,58.0
3976,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,52.0
3977,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,54.0
3978,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,53.0
3979,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,59.0
3980,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,56.0
3981,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,80.0
3982,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,73.0
3983,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,72.0
3984,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,71.0
3985,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,71.0
3986,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,72.0
3987,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,61.0
3988,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,74.0
3989,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,67.0
3990,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,73.0
3991,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,64.0
3992,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,61.0
3993,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,69.0
3994,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,61.0
3995,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,71.0
3996,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,78.0
3997,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,61.0
3998,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,75.0
3999,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,73.0
4000,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,77.0
4001,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,47.0
4002,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,75.0
4003,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,70.0
4004,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,77.0
4005,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,72.0
4006,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,74.0
4007,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,69.0
4008,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,66.0
4009,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,68.0
4010,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,72.0
4011,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,71.0
4012,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,57.0
4013,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,66.0
4014,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,77.0
4015,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,73.0
4016,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,67.0
4017,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,68.0
4018,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,76.0
4019,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,51.0
4020,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,61.0
4021,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,56.0
4022,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,52.0
4023,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,58.0
4024,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,59.0
4025,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,61.0
4026,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,53.0
4027,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,55.0
4028,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,49.0
4029,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,50.0
4030,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,42.0
4031,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,62.0
4032,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,47.0
4033,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,53.0
4034,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,49.0
4035,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,54.0
4036,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,51.0
4037,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,47.0
4038,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,44.0
4039,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,49.0
4040,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,57.0
4041,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,55.0
4042,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,42.0
4043,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,52.0
4044,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,65.0
4045,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,54.0
4046,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,58.0
4047,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,62.0
4048,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,47.0
4049,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,54.0
4050,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,50.0
4051,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,45.0
4052,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,53.0
4053,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,50.0
4054,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,55.0
4055,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,64.0
4056,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,50.0
4057,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,60.0
4058,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,55.0
4059,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,50.0
4060,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,52.0
4061,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,52.0
4062,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,104.0
4063,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,95.0
4064,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,103.0
4065,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,95.0
4066,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,97.0
4067,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,107.0
4068,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,97.0
4069,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,99.0
4070,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,95.0
4071,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,96.0
4072,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,108.0
4073,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,78.0
4074,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,103.0
4075,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,106.0
4076,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,97.0
4077,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,92.0
4078,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,101.0
4079,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,88.0
4080,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,110.0
4081,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,101.0
4082,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,111.0
4083,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,92.0
4084,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,98.0
4085,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,94.0
4086,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,92.0
4087,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,98.0
4088,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,105.0
4089,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,110.0
4090,0.5,100.0,1.0,0.03,0.8,75,25,0,55.73,94.0
4091,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,66.0
4092,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,73.0
4093,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,68.0
4094,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,72.0
4095,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,55.0
4096,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,65.0
4097,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,65.0
4098,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,67.0
4099,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,70.0
4100,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,74.0
4101,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,61.0
4102,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,61.0
4103,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,69.0
4104,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,66.0
4105,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,68.0
4106,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,71.0
4107,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,65.0
4108,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,63.0
4109,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,63.0
4110,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,67.0
4111,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,72.0
4112,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,63.0
4113,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,65.0
4114,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,60.0
4115,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,72.0
4116,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,70.0
4117,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,78.0
4118,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,78.0
4119,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,81.0
4120,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,61.0
4121,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,64.0
4122,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,79.0
4123,0.5,100.0,1.5,0.03,0.8,75,25,0,55.73,78.0
4124,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,99.0
4125,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,98.0
4126,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,83.0
4127,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,96.0
4128,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,77.0
4129,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,97.0
4130,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,112.0
4131,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,90.0
4132,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,81.0
4133,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,100.0
4134,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,99.0
4135,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,95.0
4136,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,70.0
4137,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,80.0
4138,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,76.0
4139,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,72.0
4140,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,83.0
4141,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,103.0
4142,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,88.0
4143,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,73.0
4144,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,99.0
4145,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,93.0
4146,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,83.0
4147,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,76.0
4148,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,77.0
4149,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,95.0
4150,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,93.0
4151,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,83.0
4152,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,78.0
4153,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,88.0
4154,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,85.0
4155,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,98.0
4156,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,85.0
4157,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,82.0
4158,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,93.0
4159,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,87.0
4160,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,82.0
4161,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,81.0
4162,0.5,100.0,2.0,0.03,0.8,75,25,0,55.73,76.0
5290,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,390.0
5291,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,390.0
5292,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,410.0
5293,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,460.0
5294,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,400.0
5295,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,470.0
5296,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,470.0
5297,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,440.0
5298,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,450.0
5299,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,410.0
5300,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,360.0
5301,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,340.0
5302,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,330.0
5303,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5304,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,360.0
5305,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,340.0
5306,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,370.0
5307,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,360.0
5308,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,310.0
5309,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,380.0
5310,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,380.0
5311,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,380.0
5312,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,380.0
5313,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,380.0
5314,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,390.0
5315,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,360.0
5316,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,330.0
5317,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5318,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,380.0
5319,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,320.0
5320,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5321,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5322,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5323,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,330.0
5324,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,390.0
5325,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,370.0
5326,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,380.0
5327,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5328,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5329,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,330.0
5330,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,320.0
5331,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,340.0
5332,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,400.0
5333,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,340.0
5334,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5335,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,420.0
5336,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,420.0
5337,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,370.0
5338,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,420.0
5339,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,390.0
5340,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,450.0
5341,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,370.0
5342,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,410.0
5343,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,390.0
5344,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,330.0
5345,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,400.0
5346,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,340.0
5347,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,400.0
5348,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,390.0
5349,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,400.0
5350,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,300.0
5351,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5352,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,390.0
5353,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,400.0
5354,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,420.0
5355,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,360.0
5356,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,330.0
5357,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,400.0
5358,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,370.0
5359,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5360,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5361,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,320.0
5362,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,340.0
5363,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5364,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,360.0
5365,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,400.0
5366,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,370.0
5367,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,300.0
5368,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,360.0
5369,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,370.0
5370,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,430.0
5371,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,390.0
5372,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,370.0
5373,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,410.0
5374,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,390.0
5375,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,380.0
5376,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,350.0
5377,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,420.0
5378,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,380.0
5379,2.0,10.0,40.0,0.15,30.0,0,200,0,55.73,390.0
5380,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,710.0
5381,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,690.0
5382,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,690.0
5383,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,770.0
5384,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,650.0
5385,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,760.0
5386,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,770.0
5387,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,770.0
5388,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,730.0
5389,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,700.0
5390,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,680.0
5391,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,750.0
5392,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,770.0
5393,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,720.0
5394,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,760.0
5395,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,780.0
5396,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,710.0
5397,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,770.0
5398,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,780.0
5399,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,750.0
5400,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,750.0
5401,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,740.0
5402,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,700.0
5403,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,820.0
5404,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,600.0
5405,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,580.0
5406,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,560.0
5407,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,610.0
5408,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,550.0
5409,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,580.0
5410,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,590.0
5411,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,630.0
5412,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,610.0
5413,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,580.0
5414,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,580.0
5415,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,620.0
5416,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,600.0
5417,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,550.0
5418,2.0,10.0,8.0,0.15,30.0,0,200,0,55.73,610.0
